filename	sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched	density (range=3,same_paragraph=True)	density (range=3,same_paragraph=False)	paragraph density	paragraph density median	paragraph density std
Maistre_Voyage	0	CHAPITRE I	0	0	2	0	0.0	[]	0.027777777777777776	0.027777777777777776	0.027777777777777776	0.01470588235294115	0.020797258270192538
Maistre_Voyage	1	Qu'il est glorieux d'ouvrir une nouvelle carrière, et de paraître tout à coup dans le monde savant, un livre de découvertes à la main, comme une comète inattendue étincelle dans l'espace!	0	1	34	1	0.0294117647058823	[['main']]	0.027777777777777776	0.022222222222222223	0.027777777777777776	0.01470588235294115	0.020797258270192538
Maistre_Voyage	2	Non, je ne tiendrai plus mon livre in petto ;	1	0	9	0	0.0	[]	0.0	0.02127659574468085	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	3	le voilà, messieurs, lisez.	1	1	4	0	0.0	[]	0.0	0.0	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	4	J'ai entrepris et exécuté un voyage de quarante-deux jours autour de ma chambre.	1	2	15	0	0.0	[]	0.022222222222222223	0.022222222222222223	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	5	Les observations intéressantes que j'ai faites, et le plaisir continuel que j'ai éprouvé le long du chemin, me faisaient désirer de le rendre public;	1	3	26	1	0.0384615384615384	[['long']]	0.02	0.02	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	6	la certitude d'être utile m'y a décidé.	1	4	9	0	0.0	[]	0.015151515151515152	0.015151515151515152	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	7	Mon cœur éprouve une satisfaction inexprimable lorsque je pense au nombre infini de malheureux auxquels j'offre une ressource assurée contre l'ennui, et un adoucissement aux maux qu'ils endurent.	1	5	31	0	0.0	[]	0.0	0.0	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	8	Le plaisir qu'on trouve à voyager dans sa chambre est à l'abri de la jalousie inquiète des hommes;	1	6	20	0	0.0	[]	0.0	0.0	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	9	il est indépendant de la fortune.	1	7	6	0	0.0	[]	0.0	0.0	0.008333333333333333	0.0	0.013598207330510509
Maistre_Voyage	10	Est-il, en effet, d'être assez malheureux, assez abandonné, pour n'avoir pas un réduit où il puisse se retirer et se cacher à tout le monde?	2	0	27	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Maistre_Voyage	11	Voilà tous les apprêts du voyage.	2	1	6	0	0.0	[]	0.0	0.024390243902439025	0.0	0.0	0.0
