sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched
0	Partie 1	0	0	2	0	0.0	[]
1	Le chef	0	1	2	0	0.0	[]
2	-d'œuvre de la philosophie	0	2	5	0	0.0	[]
3	serait de développer les moyens dont la Providence se sert pour parvenir aux fins qu'elle se propose sur l'homme, et de tracer, d'après cela, quelques plans de conduite qui pussent faire connaître à ce malheureux individu bipède la manière dont il faut qu'il marche dans la carrière épineuse de la vie, afin de prévenir les caprices bizarres de cette fatalité à laquelle on donne vingt noms différents, sans être encore parvenu ni à la connaître, ni à la définir.	0	3	83	1	0.012048192771084338	[['fin']]
4	Si, plein de respect pour nos conventions sociales, et ne s'écartant jamais des digues qu'elles nous imposent, il arrive, malgré cela, que nous n'ayons rencontré que des ronces, quand les méchants ne cueillaient que des roses, des gens privés d'un fond de vertus assez constaté pour se mettre au-dessus de ces remarques ne calculeront-ils pas alors qu'il vaut mieux s'abandonner au torrent que d'y résister ?	1	0	73	2	0.0273972602739726	[['plein'], ['rose']]
5	Ne diront-ils pas que la vertu, quelque belle qu'elle soit, devient pourtant le plus mauvais parti qu'on puisse prendre, quand elle se trouve trop faible pour lutter contre le vice, et que dans un siècle entièrement corrompu, le plus sûr est de faire comme les autres ?	1	1	49	2	0.04081632653061224	[['bel'], ['faible']]
6	Un peu plus instruits, si l'on veut, et abusant des lumières qu'ils ont acquises, ne diront-ils pas avec l'ange Jesrad, de Zadig, qu'il n'y a aucun mal dont il ne naisse un bien, et qu'ils peuvent, d'après cela, se livrer au mal, puisqu'il n'est dans le fait qu'une des façons de produire le bien ?	1	2	65	0	0.0	[]
7	N'ajouteront-ils pas qu'il est indifférent au plan général, que tel ou tel soit bon ou méchant de préférence ;	1	3	21	0	0.0	[]
8	que si le malheur persécute la vertu et que la prospérité accompagne le crime, les choses étant égales aux vues de la nature	1	4	23	0	0.0	[]
9	, il vaut infiniment mieux prendre parti parmi les méchants qui prospèrent, que parmi les vertueux qui échouent ?	1	5	17	0	0.0	[]
10	Il est donc important de prévenir ces sophismes dangereux d'une fausse philosophie ;	1	6	13	1	0.07692307692307693	[['faux']]
11	essentiel de faire voir que les exemples de vertu malheureuse, présentés à une âme corrompue, dans laquelle il reste pourtant quelques bons principes, peuvent ramener cette âme au bien tout aussi sûrement que si on lui eût montré dans cette route de la vertu les palmes les plus brillantes et les plus flatteuses récompenses.	1	7	54	0	0.0	[]
12	Il est cruel sans doute d'avoir à peindre une foule de malheurs accablant la femme douce et sensible qui respecte le mieux la vertu, et d'une autre part l'affluence des prospérités sur ceux qui écrasent ou mortifient cette même femme.	1	8	43	2	0.046511627906976744	[['douce'], ['écraser']]
13	Mais s'il naît cependant un bien du tableau de ces fatalités, aura-t-on des remords de les avoir offertes ?	1	9	21	0	0.0	[]
14	Pourra-t-on être fâché d'avoir établi un fait, d'où il résultera pour le sage qui lit avec fruit la leçon si utile de la soumission aux ordres de la providence, et l'avertissement fatal que c'est souvent pour nous ramener à nos devoirs que le ciel frappe à côté de nous l'être qui nous paraît le mieux avoir rempli les siens ?	1	10	66	0	0.0	[]
15	Tels sont les sentiments qui vont diriger nos travaux, et c'est en considération de ces motifs que nous demandons au lecteur de l'indulgence pour les systèmes erronés qui sont placés dans la bouche de plusieurs de nos personnages, et pour les situations quelquefois un peu fortes, que, par amour pour la vérité, nous avons dû mettre sous ses yeux.	2	0	61	2	0.03278688524590164	[['bouche'], ['fort']]
16	Mme la comtesse de Lorsange était une de ces prêtresses de Vénus dont la fortune est l'ouvrage d'une jolie figure et de beaucoup d'inconduite, et dont les titres, quelque pompeux qu'ils saient, ne se trouvent que dans les archives de Cythère, forgés par l'impertinence qui les prend, et soutenus par la sotte crédulité qui les donne : brune, une belle taille, des yeux d'une singulière expression ;	3	0	71	3	0.04225352112676056	[['bel'], ['taille'], ['oeil']]
17	cette incrédulité de mode, qui, prêtant un sel de plus aux passions, fait rechercher avec plus de soin les femmes en qui on la soupçonne ; un peu méchante, aucun principe, ne croyant de mal à rien, et cependant pas assez de dépravation dans le cœur pour en avoir éteint la sensibilité ;	3	1	51	1	0.0196078431372549	[['éteindre']]
18	orgueilleuse, libertine : telle était Mme de Lorsange.	3	2	7	0	0.0	[]
19	Cette femme avait reçu néanmoins la meilleure éducation : fille d'un très gros banquier de Paris, elle avait été élevée avec une sœur nommée Justine, plus jeune qu'elle de trois ans, dans une des plus célèbres abbayes de cette capitale, où jusqu'à l'âge de douze et de quinze ans, aucun conseil, aucun maître, aucun livre, aucun talent n'avaient été refusés ni à l'une ni à l'autre de ces deux sœurs.	4	0	76	1	0.013157894736842105	[['gros']]
20	A cette époque fatale	5	0	4	0	0.0	[]
21	pour la vertu de deux jeunes filles, tout leur manqua dans un seul jour : une banqueroute affreuse précipita leur père dans une situation si cruelle, qu'il en périt de chagrin.	5	1	31	0	0.0	[]
22	Sa femme le suivit un mois après au tombeau.	5	2	9	0	0.0	[]
23	Deux parents froids et éloignés délibérèrent sur ce qu'ils feraient des jeunes orphelines ;	5	3	14	1	0.07142857142857142	[['froid']]
24	leur part d'une succession absorbée par les créances se montait à cent écus pour chacune.	5	4	16	0	0.0	[]
25	Personne ne se souciant de s'en charger, on leur ouvrit la porte du couvent, on leur remit leur dot, les laissant libres de devenir ce qu'elles voudraient.	5	5	29	0	0.0	[]
26	Mme de Lorsange, qui se nommait pour lors Juliette, et dont le caractère et l'esprit étaient	6	0	17	0	0.0	[]
27	, à fort peu de chose près, aussi formés qu'à trente ans, âge qu'elle atteignait lors de l'histoire que nous allons raconter, ne parut sensible qu'au plaisir d'être libre, sans réfléchir un instant aux cruels revers qui brisaient ses chaînes.	6	1	44	1	0.022727272727272728	[['fort']]
28	Pour Justine, âgée, comme nous l'avons dit, de douze ans, elle était d'un caractère sombre et mélancolique, qui lui fit bien mieux sentir toute l'horreur de sa situation.	6	2	31	2	0.06451612903225806	[['sombre'], ['mélancolique']]
29	Douée d'une tendresse, d'une sensibilité surprenante, au lieu de l'art et de la finesse de sa sœur, elle n'avait qu'une ingénuité, une candeur qui devaient la faire tomber dans bien des pièges.	6	3	37	0	0.0	[]
30	Cette jeune fille, à tant de qualités, joignait une physionomie douce, absolument différente de celle dont la nature avait embelli Juliette ;	6	4	21	2	0.09523809523809523	[['joindre'], ['douce']]
31	autant on voyait d'artifice, de manège, de coquetterie dans les traits de l'une, autant on admirait de pudeur, de décence et de timidité dans l'autre ;	6	5	28	0	0.0	[]
32	un air de vierge, de grands yeux bleus, pleins d'âme et d'intérêt, une peau éblouissante, une taille souple et flexible, un organe touchant, des dents d'ivoire et les plus beaux cheveux blonds, voilà l'esquisse de cette cadette charmante, dont les grâces naïves et les traits délicats sont au-dessus de nos pinceaux.	6	6	55	13	0.23636363636363636	[['grand'], ['oeil'], ['bleu'], ['plein'], ['peau'], ['taille'], ['souple'], ['flexible'], ['dent'], ['cheveux'], ['blond'], ['naïf'], ['délicat']]
33	On leur donna vingt-quatre heures à l'une et à l'autre pour quitter le couvent, leur laissant le soin de se pourvoir, avec leurs cent écus, où bon leur semblerait.	7	0	31	0	0.0	[]
34	Juliette, enchantée d'être sa maîtresse, voulut un moment essuyer les pleurs de Justine, puis voyant qu'elle n'y réussirait pas, elle se mit à la gronder au lieu de la consoler ;	7	1	33	1	0.030303030303030304	[['pleur']]
35	elle lui reprocha sa sensibilité ;	7	2	5	0	0.0	[]
36	elle lui dit, avec une philosophie très au-dessus de son âge, qu'il ne fallait s'affliger dans ce monde	7	3	20	0	0.0	[]
37	-ci que de ce qui nous affectait personnellement ;	7	4	8	0	0.0	[]
38	qu'il était possible de trouver en soi-même des sensations physiques d'une assez piquante volupté pour éteindre toutes les affections morales dont le choc pourrait être douloureux ; que ce procédé devenait d'autant plus essentiel à mettre en usage que la véritable sagesse consistait infiniment plus à doubler la somme de ses plaisirs qu'à multiplier celle de ses peines ;	7	5	62	1	0.016129032258064516	[['éteindre']]
39	qu'il n'y avait rien, en un mot, qu'on ne dût faire pour émousser dans soi cette perfide sensibilité, dont il n'y avait que les autres qui profitassent, tandis qu'elle ne nous apportait que des chagrins.	7	6	40	0	0.0	[]
40	Mais on endurcit difficilement un bon cœur, il résiste aux raisonnements d'une mauvaise tête, et ses jouissances le consolent des faux brillants du bel esprit.	7	7	26	3	0.11538461538461539	[['tête'], ['faux'], ['bel']]
41	Juliette, employant d'autres ressources, dit alors à sa sœur qu'avec l'âge et la figure qu'elles avaient l'une et l'autre, il était impossible qu'elles mourussent de faim.	8	0	33	1	0.030303030303030304	[['figure']]
