sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched
0	HISTOIRE DES GALLIGENES, OU MÉMOIRES DE DUNCAN.	0	0	7	0	0.0	[]
1	CHAPITRE	0	1	1	0	0.0	[]
2	I.	0	2	1	0	0.0	[]
3	Embarquement, naufrage, etamp;	1	0	3	0	0.0	[]
4	arrivée de Duncan dans une île inconnue, où il se trouve en pays de connaissance.	1	1	15	0	0.0	[]
5	Un Navigateur François, embarqué sous de mauvais auspices, avait essuyé	2	0	10	0	0.0	[]
6	dans un long voyage toutes les disgracies réservées aux gens de mer, qu'elles ne corrigent point.	2	1	17	1	0.058823529411764705	[['long']]
7	Presque tout l'équipage avait succombé;	2	2	6	0	0.0	[]
8	qui n'était pas mort, était mourant.	2	3	7	0	0.0	[]
9	Le vaisseau, sans Pilote, flottait au hasard dans une mer inconnue, etamp;	2	4	12	0	0.0	[]
10	Duncan (c'est le nom de notre Voyageur) accablé de tant de maux, n'attendait plus que le dernier de tous.	2	5	21	0	0.0	[]
11	Il ne tarda pas;	2	6	4	0	0.0	[]
12	le vaisseau toucha un écueil etamp;	2	7	6	0	0.0	[]
13	se brisa.	2	8	2	0	0.0	[]
14	Le reste de l'équipage infortuné périt;	2	9	7	0	0.0	[]
15	Duncan seul échappa à la faveur d'une planche qui le soutint une journée entière, etamp;	2	10	16	0	0.0	[]
16	le déposa sur le soir dans une iste inconnue de toute la terre.	2	11	13	0	0.0	[]
17	Son premier sentiment fut un mouvement de joie;	3	0	8	0	0.0	[]
18	il venait d'échapper à une mort presque certaine.	3	1	9	0	0.0	[]
19	L'inquiétude succéda;	3	2	3	0	0.0	[]
20	il était à l'autre bout du monde, dans une terre inconnue, etamp;	3	3	13	0	0.0	[]
21	ne savait ce qu'il devait craindre le plus, des hommes ou des bêtes féroces qui pouvaient l'habiter.	3	4	19	0	0.0	[]
22	Il passa une partie de la nuit, occupé de pensées aussi tristes qu'inutiles.	3	5	14	1	0.07142857142857142	[['triste']]
23	Enfin, accablé de fatigues etamp;	3	6	5	0	0.0	[]
24	de réflexions, il s'endormit.	3	7	5	0	0.0	[]
25	Dès l'aurore en ouvrant les yeux, il aperçut auprès de lui deux hommes qui attendaient son réveil, pour lui présenter des rafraîchissements, etamp;	4	0	24	1	0.041666666666666664	[['oeil']]
26	lui offrir leurs services.	4	1	4	0	0.0	[]
27	Le sommeil de Duncan avait un peu calmé ses sens, etamp;	4	2	11	0	0.0	[]
