sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched
0	PROSPECTUS.	0	0	1	0	0.0	[]
1	Lorsqu'indépendamment des richesses;	1	0	4	0	0.0	[]
2	des beautés, des grâces de l'imagination, un Roman, une Histoire se trouvent avoir un sujet dont le choix est ingénieux, un plan dont les parties marquent de l'invention, et tendent à mettre également dans un beau jour, une ou plusieurs vérités propres à former les mœurs, ou à éclairer l'esprit en l'amusant: de tels Ouvrages réunis en Collection, revus et corrigés de nouveau, par une plume depuis long-temps accoutumée à enrichir notre littérature de ce que l'angleterre a produit de plus intéressant dans le genre Dramatique1 et amusant, ne peuvent qu'être favorablement accueillis du public.	1	1	102	2	0.0196078431372549	[['beau'], ['long']]
3	Tels sont en général la plupart des Romans Anglois, qu'a si heureusement imités M. de la Place.	1	2	18	0	0.0	[]
4	De ce nombre sont: Oronoko, ou le Prince Négre, Mémoires de Cécile, l'Orpheline Angloise, les deux Mentors, Lydia, Tom Jones, le vieux baron Anglois, Mémoires et Lettres de mademoiselle de Gondreville et du comte de Saint-Fargeol, et Contes divers.	2	0	40	1	0.025	[['vieux']]
5	Ces agréables fictions qui, pour l'ordinaire;	3	0	7	1	0.14285714285714285	[['agréable']]
6	ne sont que frivoles ou futiles, parce que le génie les a trop dédaignées, fournissent des exemples sublimes de constance, de vertu et de désintéressement, parés de la morale la plus tendre et la plus vraie.	3	1	36	2	0.05555555555555555	[['sublime'], ['tendre']]
7	Aussi le célèbre Fielding,	3	2	4	0	0.0	[]
8	dont la philosophie égalait celle de Molière, les employait-il à peindre les passions, les travers, les vices, les ridicules et les préjugés des faibles humains, et les forçait à rire d'eux-mêmes, en les leur exposant sous leurs propres traits.	3	3	42	1	0.023809523809523808	[['faible']]
9	“Jamais la raison (dit „un moderne) n'a parlé un langage aussi gai „que dans Tom Jones: un comique vif, soutenu, naturel et presque jamais bas ou forcé y „sort continuellement des situations„.	3	4	38	3	0.07894736842105263	[['vif'], ['naturel'], ['bas']]
10	L'Oronoko les Mémoires de Cécile, l' Orpheline Angloise,	4	0	9	0	0.0	[]
11	etc. ne sont pas moins intéressant dans leur genre.	4	1	9	0	0.0	[]
12	Quant aux Mémoires et Lettres de mademoiselle de Gondreville et du comte de Saint-Fargeol, et aux divers Contes, ils paraîtront rassemblés dans cette Collection pour la première fois.	4	2	28	0	0.0	[]
13	Cet Ouvrage, de même format que le Plutarque et le Théatre des Grecs, entrepris par le même libraire, paraîtra en trois livraisons, dont les deux premières composées de trois volumes, et la troisième, de deux.	5	0	35	0	0.0	[]
14	La totalité de cette Collection, sera ornée de xxiv.	5	1	9	0	0.0	[]
15	belles	6	0	1	0	0.0	[]
16	Figures, dont l'exécution est confiée aux soins de M. Ponce, d'après les dessins de M. Borel, l'un et l'autre avantageusement connus par leurs talents.	6	1	28	1	0.03571428571428571	[['figure']]
17	Le papier qu'on employé, est tel que celui du Prospectus et des trois volumes qui paraissent actuellement.	6	2	18	0	0.0	[]
18	Ces trois volumes comprennent Oronoko, ou le Prince Négre, Mémoires de Cécile, l'Orpheline Angloise et les deux Mentors.	6	3	19	0	0.0	[]
19	On tire un très	7	0	4	0	0.0	[]
20	-	7	1	0	0	0	[]
21	petit nombre d'exemplaires, de même format, sur du papier vélin de Courtalin.	7	2	13	1	0.07692307692307693	[['petit']]
22	CONDITION DE L'INSCRIPTION.	8	0	4	0	0.0	[]
23	On ne payera aucun argent d'avance en se faisant inscrire.	9	0	11	0	0.0	[]
24	Il sera livré à chaque Inscripteur une réconnaissance d'inscription conçue ainsi: Je reconnais que M s'est fait inscrire pour une Collection des Romans et Contes de M. de la Place, et a consenti de payer la somme de 4 liv.	9	1	42	0	0.0	[]
25	4 s. lors de la livraison de chacun des volumes.	9	2	10	0	0.0	[]
26	A Paris	9	3	2	0	0.0	[]
27	ce 178 N. B. La Collection entière de cet Ouvrage formera huit volumes, et paraîtra, en totalité, avant la fin d'Octobre prochain.	9	4	23	1	0.043478260869565216	[['fin']]
28	Le prix de chaque volume broché, ou en feuilles, est de 4 liv.	10	0	13	0	0.0	[]
29	4 s.	10	1	2	0	0.0	[]
30	Le même en papier velin, in 8°.	10	2	8	0	0.0	[]
31	figures de premières épreuves, 12 liv.	10	3	6	1	0.16666666666666666	[['figure']]
32	Les personnes éloignées des grandes villes, qui désireront se procurer cet Ouvrage franc de port par la poste, sont priées d'envoyer exactement leur adresse et le prix d'avance, au sieur Cussac, libraire, Galerie de Richelieu, au Palais Royal, n° 7 et 8, ayant soin d'affranchir le port des lettres et de l'argent, et d'ajouter 10 sols en sus du prix de chacun des volumes, à cause des frais de poste.	10	4	75	5	0.06666666666666667	[['grand'], ['port'], ['royal'], ['port'], ['frais']]
33	ORDRE DE CETTE COLLECTION.	11	0	4	0	0.0	[]
34	TOME	11	1	1	0	0.0	[]
35	I.	11	2	1	0	0.0	[]
36	Oronoko, 2 parties.	12	0	3	0	0.0	[]
37	Mémoires de Cécile, 1ere, 2 et 3eme partie.	13	0	8	0	0.0	[]
38	TOME II.	14	0	2	0	0.0	[]
39	Mémoires de Cécile, 4eme partie.	15	0	5	0	0.0	[]
40	l'Orpheline Anloise, 1er, 2, 3 et 4eme livre.	16	0	9	0	0.0	[]
41	TOME III.	17	0	2	0	0.0	[]
42	l'Orpheline Angloise, 5eme partie.	18	0	5	0	0.0	[]
43	Les deux Mentors, 2 parties.	19	0	5	0	0.0	[]
44	TOME IV.	20	0	2	0	0.0	[]
45	Lydia, 4 parties.	21	0	3	0	0.0	[]
46	TOME	22	0	1	0	0.0	[]
47	V.	22	1	1	0	0.0	[]
48	Tom Jones, 1ere et 2eme partie.	23	0	6	0	0.0	[]
49	TOME VI.	24	0	2	0	0.0	[]
50	Tom Jones, 3eme et 4eme partie.	25	0	6	0	0.0	[]
51	TOME VII.	26	0	2	0	0.0	[]
52	Le vieux Baron Anglois.	27	0	4	1	0.25	[['vieux']]
53	Mémoires et Lettres de mademoiselle de Gondreville et du comte de SaintFargeol 2 parties.	28	0	14	0	0.0	[]
54	TOME VIII et dernier.	29	0	4	0	0.0	[]
55	Contes divers.	30	0	2	0	0.0	[]
56	ORONOKO, OU LE PRINCE NÉGRE, IMITATION DE L'ANGLOIS.	31	0	9	0	0.0	[]
57	PRÉFACE.	31	1	1	0	0.0	[]
58	L'ouvrage que je redonne au public, après l'avoir encore revu, est de la composition de madame Behn: c'est-à-dire, d'une plume aussi célèbre, en Angleterre, que celle des Villedieu, des Scudéri et des Lussan l'est en France.	32	0	43	0	0.0	[]
59	J'ai été long	33	0	4	0	0.0	[]
60	-temps étonné de ce que le goût régnant des traductions de l'Anglois n'avait pas encore engagé quelqu'un à nous faire part des productions de cette plume ingénieuse.	33	1	30	0	0.0	[]
61	Mon intention n'a pas été d'entreprendre une traduction littérale, ni de m'astreindre scrupuleusement au texte de mon Auteur.	34	0	21	0	0.0	[]
62	Oronoko a plu à Londres, habillé à l'anglaise.	35	0	9	0	0.0	[]
63	Pour plaire à Paris, j'ai cru qu'il lui fallait un habit français .	35	1	14	0	0.0	[]
64	Je ne sais même si cette manière de traduire les ouvrages de pur amusement, n'est pas la meilleure.	35	2	19	1	0.05263157894736842	[['pur']]
65	Je crois, du moins, que je ne manquerais pas de raisons solides pour justifier cette opinion.	35	3	16	0	0.0	[]
66	Ceux qui savent l'anglais , et qui liront Oronoko, dans l'original	36	0	12	0	0.0	[]
67	, s'appercevront seuls des changement que j'ai cru devoir faire pour donner de la liaison à certains faits, pour en adoucir d'autres, et pour développer tout l'intérêt, dont le fond m'a paru susceptible.	36	1	37	0	0.0	[]
68	J'espère qu'ils me pardonneront cette hardiesse, en faveur des motifs qui m'ont fait agir.	36	2	17	0	0.0	[]
69	Heureux, si leur délicatesse trouvait à se dédommager du côté de l'agrément, de ce qu'ils pourraient regretter du côté de l'exactitude!	36	3	24	0	0.0	[]
70	Je leur demande cette indulgence, sur-tout pour la seconde Partie, qui est presque toute de moi.	36	4	16	0	0.0	[]
